"No.","Time","Source","Destination","Protocol","Length","Info"
"2189","5.274766000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=1180 Ack=40176 Win=113792 Len=0 TSval=14484 TSecr=1530313071"
"2190","5.276177000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2191","5.276895000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2192","5.276902000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=1180 Ack=43056 Win=119552 Len=0 TSval=14485 TSecr=1530313071"
"2193","5.278449000","85.235.246.8","192.168.178.25","TLSv1.2","1506","Application Data"
"2194","5.279158000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2195","5.279165000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=1180 Ack=45936 Win=125440 Len=0 TSval=14485 TSecr=1530313073"
"2196","5.280547000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2197","5.281121000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2198","5.281128000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=1180 Ack=48816 Win=131200 Len=0 TSval=14486 TSecr=1530313073"
"2199","5.282708000","85.235.246.8","192.168.178.25","TLSv1.2","1025","Application Data"
"2200","5.282882000","136.243.12.132","192.168.178.25","TCP","66","https > 47260 [ACK] Seq=1 Ack=194 Win=15616 Len=0 TSval=2009730005 TSecr=14474"
"2201","5.283337000","136.243.12.132","192.168.178.25","TLSv1","1506","Server Hello"
"2202","5.283345000","192.168.178.25","136.243.12.132","TCP","66","47260 > https [ACK] Seq=194 Ack=1441 Win=32128 Len=0 TSval=14486 TSecr=2009730005"
"2203","5.284773000","136.243.12.132","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2204","5.284777000","192.168.178.25","136.243.12.132","TCP","66","47260 > https [ACK] Seq=194 Ack=2881 Win=35072 Len=0 TSval=14487 TSecr=2009730005"
"2205","5.286077000","136.243.12.132","192.168.178.25","TCP","1282","[TCP segment of a reassembled PDU]"
"2206","5.286084000","192.168.178.25","136.243.12.132","TCP","66","47260 > https [ACK] Seq=194 Ack=4097 Win=37888 Len=0 TSval=14487 TSecr=2009730005"
"2207","5.291353000","192.168.178.25","85.235.246.8","TLSv1.2","471","Application Data"
"2208","5.325378000","136.243.12.132","192.168.178.25","TLSv1","849","Certificate"
"2209","5.325404000","192.168.178.25","136.243.12.132","TCP","66","47260 > https [ACK] Seq=194 Ack=4880 Win=40832 Len=0 TSval=14497 TSecr=2009730017"
"2210","5.327647000","192.168.178.25","192.168.178.1","DNS","77","Standard query 0xb2b2  A ocsp.startssl.com"
"2211","5.327892000","192.168.178.25","136.243.12.132","TLSv1","232","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"2212","5.343242000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2213","5.344080000","85.235.246.8","192.168.178.25","TLSv1.2","1431","Application Data"
"2214","5.344090000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=1585 Ack=52580 Win=139904 Len=0 TSval=14502 TSecr=1530313144"
"2215","5.357408000","192.168.178.1","192.168.178.25","DNS","183","Standard query response 0xb2b2  CNAME www.startssl.com.edgesuite.net CNAME a1603.g1.akamai.net A 104.85.166.49 A 104.85.166.57"
"2216","5.357607000","192.168.178.25","104.85.166.49","TCP","74","49466 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=14505 TSecr=0 WS=128"
"2217","5.368927000","136.243.12.132","192.168.178.25","TLSv1","316","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2218","5.384041000","104.85.166.49","192.168.178.25","TCP","74","http > 49466 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1452 SACK_PERM=1 TSval=2544134222 TSecr=14505 WS=32"
"2219","5.384057000","192.168.178.25","104.85.166.49","TCP","66","49466 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=14512 TSecr=2544134222"
"2220","5.384159000","192.168.178.25","104.85.166.49","OCSP","512","Request"
"2221","5.407855000","192.168.178.25","136.243.12.132","TCP","66","47260 > https [ACK] Seq=360 Ack=5130 Win=43648 Len=0 TSval=14518 TSecr=2009730028"
"2222","5.414270000","104.85.166.49","192.168.178.25","TCP","66","http > 49466 [ACK] Seq=1 Ack=447 Win=15552 Len=0 TSval=2544134253 TSecr=14512"
"2223","5.448821000","192.168.178.25","85.235.246.8","TLSv1.2","535","Application Data"
"2224","5.502849000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2225","5.503759000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2226","5.503779000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2054 Ack=55460 Win=145664 Len=0 TSval=14541 TSecr=1530313304"
"2227","5.505137000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2228","5.506046000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2229","5.506052000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2054 Ack=58340 Win=151424 Len=0 TSval=14542 TSecr=1530313304"
"2230","5.507425000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2231","5.508350000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2232","5.508356000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2054 Ack=61220 Win=157184 Len=0 TSval=14543 TSecr=1530313304"
"2233","5.509782000","85.235.246.8","192.168.178.25","TLSv1.2","2167","Application Data"
"2234","5.509790000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2054 Ack=63321 Win=161408 Len=0 TSval=14543 TSecr=1530313304"
"2235","5.542930000","192.168.178.25","192.168.178.1","DNS","79","Standard query 0x888c  A csync.yahooapis.com"
"2236","5.570548000","192.168.178.1","192.168.178.25","DNS","139","Standard query response 0x888c  CNAME csync-bcp.ydn.g01.yahoodns.net A 72.30.203.224"
"2237","5.570837000","192.168.178.25","72.30.203.224","TCP","74","50858 > https [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=14558 TSecr=0 WS=128"
"2238","5.711266000","72.30.203.224","192.168.178.25","TCP","74","https > 50858 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1452 SACK_PERM=1 TSval=2128723824 TSecr=14558 WS=256"
"2239","5.711292000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=14593 TSecr=2128723824"
"2240","5.711523000","192.168.178.25","72.30.203.224","TLSv1.2","259","Client Hello"
"2241","5.723141000","192.168.178.25","104.85.252.76","TLSv1.2","1346","Application Data"
"2242","5.735283000","192.168.178.25","104.85.252.76","TLSv1.2","1434","Application Data"
"2243","5.760195000","104.85.252.76","192.168.178.25","TLSv1.2","404","Application Data"
"2244","5.760215000","192.168.178.25","104.85.252.76","TCP","66","58563 > https [ACK] Seq=6804 Ack=29903 Win=107264 Len=0 TSval=14606 TSecr=1605960848"
"2245","5.772517000","104.85.252.76","192.168.178.25","TLSv1.2","404","Application Data"
"2246","5.772534000","192.168.178.25","104.85.252.76","TCP","66","58568 > https [ACK] Seq=2753 Ack=829 Win=32512 Len=0 TSval=14609 TSecr=1605960860"
"2247","5.800045000","104.85.166.49","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2248","5.800060000","192.168.178.25","104.85.166.49","TCP","66","49466 > http [ACK] Seq=447 Ack=1441 Win=32128 Len=0 TSval=14616 TSecr=2544134637"
"2249","5.800240000","104.85.166.49","192.168.178.25","OCSP","613","Response"
"2250","5.800247000","192.168.178.25","104.85.166.49","TCP","66","49466 > http [ACK] Seq=447 Ack=1988 Win=35072 Len=0 TSval=14616 TSecr=2544134637"
"2251","5.801352000","192.168.178.25","136.243.12.132","TLSv1","572","Application Data, Application Data"
"2252","5.850163000","136.243.12.132","192.168.178.25","TLSv1","1735","Application Data"
"2253","5.850184000","192.168.178.25","136.243.12.132","TCP","66","47260 > https [ACK] Seq=866 Ack=6799 Win=47104 Len=0 TSval=14628 TSecr=2009730148"
"2254","5.851462000","192.168.178.25","85.235.246.8","TLSv1.2","503","Application Data"
"2255","5.851640000","192.168.178.25","192.168.178.1","DNS","73","Standard query 0x86c0  A s79.mxcdn.net"
"2256","5.852768000","192.168.178.25","136.243.12.132","TLSv1","444","Application Data, Application Data"
"2257","5.852889000","72.30.203.224","192.168.178.25","TCP","66","https > 50858 [ACK] Seq=1 Ack=194 Win=15616 Len=0 TSval=2128723966 TSecr=14593"
"2258","5.854213000","72.30.203.224","192.168.178.25","TLSv1.2","1506","Server Hello"
"2259","5.854221000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=194 Ack=1441 Win=32128 Len=0 TSval=14629 TSecr=2128723967"
"2260","5.855630000","72.30.203.224","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2261","5.855638000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=194 Ack=2881 Win=35072 Len=0 TSval=14629 TSecr=2128723967"
"2262","5.856236000","72.30.203.224","192.168.178.25","TCP","1282","[TCP segment of a reassembled PDU]"
"2263","5.856243000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=194 Ack=4097 Win=37888 Len=0 TSval=14630 TSecr=2128723967"
"2264","5.861825000","72.30.203.224","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2265","5.861833000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=194 Ack=5537 Win=40832 Len=0 TSval=14631 TSecr=2128723974"
"2266","5.862243000","72.30.203.224","192.168.178.25","TLSv1.2","692","Certificate"
"2267","5.862249000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=194 Ack=6163 Win=43776 Len=0 TSval=14631 TSecr=2128723974"
"2268","5.864442000","192.168.178.25","72.30.203.224","TLSv1.2","228","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request"
"2269","5.864504000","192.168.178.25","23.42.27.27","OCSP","500","Request"
"2270","5.889049000","192.168.178.1","192.168.178.25","DNS","164","Standard query response 0x86c0  CNAME https-all.mxcdn.net.edgekey.net CNAME e4466.g.akamaiedge.net A 184.31.81.243"
"2271","5.889282000","192.168.178.25","184.31.81.243","TCP","74","49841 > https [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=14638 TSecr=0 WS=128"
"2272","5.899166000","136.243.12.132","192.168.178.25","TLSv1","391","Application Data"
"2273","5.902639000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2274","5.903641000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2275","5.903651000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=66201 Win=167168 Len=0 TSval=14641 TSecr=1530313704"
"2276","5.905089000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2277","5.906115000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2278","5.906123000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=69081 Win=173056 Len=0 TSval=14642 TSecr=1530313704"
"2279","5.907507000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2280","5.908196000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2281","5.908202000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=71961 Win=178816 Len=0 TSval=14643 TSecr=1530313704"
"2282","5.909700000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2283","5.910458000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2284","5.910464000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=74841 Win=184576 Len=0 TSval=14643 TSecr=1530313704"
"2285","5.911897000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2286","5.912800000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2287","5.912834000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=77721 Win=184832 Len=0 TSval=14644 TSecr=1530313704"
"2288","5.914572000","85.235.246.8","192.168.178.25","TLSv1.2","2103","Application Data"
"2289","5.914609000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=79758 Win=184832 Len=0 TSval=14644 TSecr=1530313704"
"2290","5.916086000","23.42.27.27","192.168.178.25","OCSP","2030","Response"
"2291","5.916097000","192.168.178.25","23.42.27.27","TCP","66","46134 > http [ACK] Seq=1737 Ack=7857 Win=50560 Len=0 TSval=14645 TSecr=1605829265"
"2292","5.919635000","192.168.178.25","72.30.203.224","TLSv1.2","522","Application Data"
"2293","5.923172000","184.31.81.243","192.168.178.25","TCP","74","https > 49841 [SYN, ACK] Seq=0 Ack=1 Win=28240 Len=0 MSS=1424 SACK_PERM=1 TSval=1471920471 TSecr=14638 WS=32"
"2294","5.923187000","192.168.178.25","184.31.81.243","TCP","66","49841 > https [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=14646 TSecr=1471920471"
"2295","5.923332000","192.168.178.25","184.31.81.243","TLSv1.2","253","Client Hello"
"2296","5.935838000","192.168.178.25","136.243.12.132","TCP","66","47260 > https [ACK] Seq=1244 Ack=7124 Win=49920 Len=0 TSval=14650 TSecr=2009730161"
"2297","5.951804000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2298","5.952683000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2299","5.952694000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=82638 Win=184832 Len=0 TSval=14654 TSecr=1530313753"
"2300","5.954050000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2301","5.954988000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2302","5.954995000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=85518 Win=184832 Len=0 TSval=14654 TSecr=1530313753"
"2303","5.956389000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2304","5.957127000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2305","5.957134000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=88398 Win=184832 Len=0 TSval=14655 TSecr=1530313756"
"2306","5.958661000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2307","5.959383000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2308","5.959389000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=91278 Win=184832 Len=0 TSval=14655 TSecr=1530313756"
"2309","5.960735000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2310","5.962065000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2311","5.962071000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=94158 Win=184832 Len=0 TSval=14656 TSecr=1530313758"
"2312","5.963448000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2313","5.964003000","85.235.246.8","192.168.178.25","TLSv1.2","1506","Application Data"
"2314","5.964010000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=97038 Win=184832 Len=0 TSval=14657 TSecr=1530313758"
"2315","5.965343000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2316","5.966228000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2317","5.966232000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=99918 Win=184832 Len=0 TSval=14657 TSecr=1530313760"
"2318","5.967566000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2319","5.968535000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2320","5.968539000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=102798 Win=184832 Len=0 TSval=14658 TSecr=1530313760"
"2321","5.970232000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2322","5.970578000","184.31.81.243","192.168.178.25","TCP","66","https > 49841 [ACK] Seq=1 Ack=188 Win=29312 Len=0 TSval=1471920507 TSecr=14646"
"2323","5.970803000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2324","5.970809000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=105678 Win=184832 Len=0 TSval=14658 TSecr=1530313762"
"2325","5.972255000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2326","5.972933000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2327","5.972938000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=108558 Win=184832 Len=0 TSval=14659 TSecr=1530313762"
"2328","5.974300000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2329","5.975101000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2330","5.975106000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=111438 Win=184832 Len=0 TSval=14659 TSecr=1530313764"
"2331","5.976453000","85.235.246.8","192.168.178.25","TLSv1.2","1506","Application Data"
"2332","5.977304000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2333","5.977310000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=114318 Win=184832 Len=0 TSval=14660 TSecr=1530313764"
"2334","5.979087000","184.31.81.243","192.168.178.25","TLSv1.2","1506","Server Hello"
"2335","5.979101000","192.168.178.25","184.31.81.243","TCP","66","49841 > https [ACK] Seq=188 Ack=1441 Win=32128 Len=0 TSval=14660 TSecr=1471920509"
"2336","5.979707000","184.31.81.243","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2337","5.979722000","192.168.178.25","184.31.81.243","TCP","66","49841 > https [ACK] Seq=188 Ack=2881 Win=35072 Len=0 TSval=14660 TSecr=1471920509"
"2338","5.981351000","184.31.81.243","192.168.178.25","TLSv1.2","1384","Certificate"
"2339","5.981358000","192.168.178.25","184.31.81.243","TCP","66","49841 > https [ACK] Seq=188 Ack=4199 Win=37888 Len=0 TSval=14661 TSecr=1471920509"
"2340","5.983386000","192.168.178.25","192.168.178.1","DNS","86","Standard query 0x1e60  A vassg141.ocsp.omniroot.com"
"2341","5.983719000","192.168.178.25","184.31.81.243","TLSv1.2","192","Client Key Exchange, Change Cipher Spec, Hello Request, Hello Request"
"2342","6.000342000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2343","6.001267000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2344","6.001276000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=117198 Win=184832 Len=0 TSval=14666 TSecr=1530313801"
"2345","6.002840000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2346","6.003478000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2347","6.003495000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=120078 Win=184832 Len=0 TSval=14666 TSecr=1530313801"
"2348","6.004877000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2349","6.005678000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2350","6.005694000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=122958 Win=184832 Len=0 TSval=14667 TSecr=1530313804"
"2351","6.007035000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2352","6.007902000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2353","6.007908000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=125838 Win=184832 Len=0 TSval=14668 TSecr=1530313804"
"2354","6.009348000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2355","6.010260000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2356","6.010266000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=128718 Win=184832 Len=0 TSval=14668 TSecr=1530313806"
"2357","6.011682000","85.235.246.8","192.168.178.25","TLSv1.2","1506","Application Data"
"2358","6.012355000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2359","6.012362000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=131598 Win=184832 Len=0 TSval=14669 TSecr=1530313806"
"2360","6.013663000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2361","6.014747000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2362","6.014750000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=134478 Win=184832 Len=0 TSval=14669 TSecr=1530313808"
"2363","6.016105000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2364","6.016980000","72.30.203.224","192.168.178.25","TLSv1.2","340","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2365","6.016999000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2366","6.017001000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=137358 Win=184832 Len=0 TSval=14670 TSecr=1530313808"
"2367","6.018789000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2368","6.019496000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2369","6.019502000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=140238 Win=184832 Len=0 TSval=14670 TSecr=1530313811"
"2370","6.020866000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2371","6.021461000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2372","6.021464000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=143118 Win=184832 Len=0 TSval=14671 TSecr=1530313811"
"2373","6.022770000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2374","6.023642000","85.235.246.8","192.168.178.25","TLSv1.2","1506","Application Data"
"2375","6.023645000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=145998 Win=184832 Len=0 TSval=14671 TSecr=1530313813"
"2376","6.024959000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2377","6.026180000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2378","6.026186000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=148878 Win=184832 Len=0 TSval=14672 TSecr=1530313813"
"2379","6.027631000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2380","6.028448000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2381","6.028454000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=151758 Win=184832 Len=0 TSval=14673 TSecr=1530313815"
"2382","6.029881000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2383","6.030248000","192.168.178.1","192.168.178.25","DNS","193","Standard query response 0x1e60  CNAME vassg.omniroot.com.edgesuite.net CNAME a1158.b.akamai.net A 104.85.166.105 A 104.85.166.81"
"2384","6.030422000","192.168.178.25","104.85.166.105","TCP","74","37191 > http [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=14673 TSecr=0 WS=128"
"2385","6.030883000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2386","6.030889000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=154638 Win=184832 Len=0 TSval=14673 TSecr=1530313815"
"2387","6.032058000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2388","6.033169000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2389","6.033174000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=157518 Win=184832 Len=0 TSval=14674 TSecr=1530313818"
"2390","6.034809000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2391","6.035295000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2392","6.035301000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=160398 Win=184832 Len=0 TSval=14674 TSecr=1530313818"
"2393","6.036709000","85.235.246.8","192.168.178.25","TCP","1506","[TCP segment of a reassembled PDU]"
"2394","6.037218000","85.235.246.8","192.168.178.25","TLSv1.2","1312","Application Data"
"2395","6.037221000","192.168.178.25","85.235.246.8","TCP","66","45224 > https [ACK] Seq=2491 Ack=163084 Win=184832 Len=0 TSval=14675 TSecr=1530313820"
"2396","6.037224000","184.31.81.243","192.168.178.25","TLSv1.2","308","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"2397","6.055685000","104.85.166.105","192.168.178.25","TCP","74","http > 37191 [SYN, ACK] Seq=0 Ack=1 Win=14480 Len=0 MSS=1452 SACK_PERM=1 TSval=2457247248 TSecr=14673 WS=32"
"2398","6.055715000","192.168.178.25","104.85.166.105","TCP","66","37191 > http [ACK] Seq=1 Ack=1 Win=29312 Len=0 TSval=14679 TSecr=2457247248"
"2399","6.055832000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=812 Ack=6437 Win=46592 Len=0 TSval=14680 TSecr=2128724120"
"2400","6.055891000","192.168.178.25","104.85.166.105","OCSP","518","Request"
"2401","6.070947000","72.30.203.224","192.168.178.25","TLSv1.2","599","Application Data"
"2402","6.070963000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=812 Ack=6970 Win=49536 Len=0 TSval=14683 TSecr=2128724184"
"2403","6.070966000","72.30.203.224","192.168.178.25","TLSv1.2","117","Application Data"
"2404","6.070969000","192.168.178.25","72.30.203.224","TCP","66","50858 > https [ACK] Seq=812 Ack=7021 Win=49536 Len=0 TSval=14683 TSecr=2128724184"
